Author;Date;Reaction;Comment
طارق;الثلاثاء 31 أكتوبر 2023 - 12:02;0;الحكومة الحالية تضع في اهم اولوياتها اصلاح التعليم و التربية والتكوين عبر خطوات جد ايجابية مشكورة على هذه المجهودات
جمال;الثلاثاء 31 أكتوبر 2023 - 12:07;0;رغم الظرفية الصعبة التي يعيشها العالم و الازمات المتتالية تضع الحكومة المغربية ورش اصلاح التعليم و منظومة التربية و التكوين اهم اولوياتها نقطة ايجابية لصالح الحكومة الحالية
علي;الثلاثاء 31 أكتوبر 2023 - 12:09;0;من المعروف ان تقدم كل امة مرهون بالاساس بالبحث العلمي و هو ما فطنت له الحكومة الحالية منذ تقلدها المسؤولية و الان نجني ما تقوم به من اصلاح ضخم لورش التربية و التكوين
هاجر;الثلاثاء 31 أكتوبر 2023 - 12:12;0;"سياسة التعليم في المغرب سياسة موفقة و منهجية قائمة على النموذج التنموي الجديد
تبذل الحكومة المغربية مجهودات مشكورة في تحدي اصلاح منظومة التربية و التكوين والتعليم"
حميد;الثلاثاء 31 أكتوبر 2023 - 12:14;0;الوزارة بينات على حسن النية ديالها في فتح باب الحوار ،هدشي لي أكدو الوزير الوصي على القطاع خاص  الاساتذة اتجابو مع الفكرة دون ظغط ولا اضراب  لي في الاخير الضحية كيبقى هما وليداتنا  حنى عارفين معاناة الاساتذة لكن مصلحة التلميذ كتهم أكثر
خالد;الثلاثاء 31 أكتوبر 2023 - 12:16;0;كنطالبو من رئيس الحكومة وزير القطاع يجلسو مع التنسيقية في نفس الطاولة لحلحلة هدا الملف و مراعاة المصلحة الفضلى و هي مصلحة  المتعلم
زهرة;الثلاثاء 31 أكتوبر 2023 - 12:17;0;هدشي لوصلنا ليه راه امر خطير ،لا يعقل بعد عامين د الاضرابات و الكوفيد  مستوى التلاميذ جد ضعيف  ولادنا كيضيعو اتقوا اهاد الاصلاح لغادي اتخد غادي انقد ماضاع في التعليم
المغربي;الثلاثاء 31 أكتوبر 2023 - 12:18;2;على هد الحساب نحن في الطريق الى سنة بيضاء فشي عام وليداتنا كيضيعو عام ورا عام هدشي مرفوض بتاتا ها القطاع لخاصو الدعم الكامل لتوفير جميع الاحتياجات
Author;Date;Reaction;Comment
100%;الأربعاء 25 أكتوبر 2023 - 20:14;-366;ومغرباه اساتدتك يفتخرون ب90% من نجاح اضرابهم وهل يعلمون انا 100% من الأباء غير راضين علي مستواهم الضعيف
القاسمي;الأربعاء 25 أكتوبر 2023 - 20:15;221;"لماذا يهان رجل التعليم….؟؟؟
من الذي أوصلك إلى هذا المنصب!!؟؟
ولولا فضلهم بعد الله لعم الجهل."
نظام المآسي;الأربعاء 25 أكتوبر 2023 - 20:16;200;الحكومة لم تعد عينها في التعليم العمومي. والحكومة اخلفت بوعدها في الزيادة ايها الاباء الوزارة تحارب الاستاذ لتدمير نفسيته ليقوم بجملة من الاضرابات ليتوجه الكل الى المدارس الخصوصية التى تحكمها مافيات لا يهمها غير المال
موطن غيور;الأربعاء 25 أكتوبر 2023 - 20:18;160;أقول للوزير أنك المسؤول الأول و الأخير عن هذه الإضرابات و ضياع الزمن المدرسي لتلاميذ. قطاع حيوي كوزارة التعليم لا يتم تدبيره بساسة الهروب إلى الأمام و فرض أمر الواقع
متضررون;الأربعاء 25 أكتوبر 2023 - 20:19;166;لا بديل عن سحب نظام المآسي، ورفع اجور الشغيلة التعليمية،وحل الملفات العالقة…غير ذلك سنعلن اضراب مفتوح قريبا
hamid;الأربعاء 25 أكتوبر 2023 - 20:19;165;لما سمعت لوزير التربية بأن الأستاذ يمكن أن تتحسن وضعيته بعملية التصحيح والتي أخجل أن أذكر قيمتها علما أن جل الأساتذة يعتبرون هذه العملية”في سبيل الله” ويسرفون أكثر من تعويضاتها في النقل والاتعاب.. عرفت بأن هذا الوزير من كوكب آخر.
امزيدا من الصمود ..;الأربعاء 25 أكتوبر 2023 - 20:22;128;نسبة الاضراب تجاوزت 94 ٪ ولا عزاء للخونة الانتهازيين الخائفين ،..
فاعل خير;الأربعاء 25 أكتوبر 2023 - 20:24;149;"إلى صاحب التعليق 1
الإضراب حق دستوري لا يزايد علينا أحد و أجرة أيام الإضراب ستقتطع من الأجر الشهري. أمنا تفويت التعليم العمومي إلى الخواص فلربما أنت من أصحاب السماسرة في التعليم الخصوصي"
صابر;الأربعاء 25 أكتوبر 2023 - 20:33;61;حسبنا الله ونعم الوكيل على كل من ساهم في هذه المهزلة
جمال;الأربعاء 25 أكتوبر 2023 - 20:38;85;مثل هذه التصريحات هي التي ستزيد الوضع تازما عوض ان يبحث بنموسى عن الحلول كيدير العصا فالرويضة اقول ان الاضرايدب فاق 95/ جميع اامؤسسات فارغة والسيد الوزير كيحسب بالخوشيبات ليطمس الحقيقة
عبد السلام;الأربعاء 25 أكتوبر 2023 - 20:39;85;السياسة التواصلية للوزير جد ضعيفة و مهزوزة وليس مقتنع بما يقوله فما بالك أن يقنعنا نحن المواطنين و أولياء الأمور بما يقول، و يعتمد على مقولة اكذب ثم اكذب حتى يصدقوك،أما الأخطاء اللغوية فحدث و لا حرج.
سميح;الأربعاء 25 أكتوبر 2023 - 20:39;101;على من يضحك الوزير؟؟؟ أبناؤنا في البيت يلعبون… كلهم ويقول 30 في المئة؟؟؟؟؟؟؟؟؟؟؟؟؟
عبد الصبور;الأربعاء 25 أكتوبر 2023 - 20:43;74;لماذا تصر الدولة على اهانة الاساتذة والتقليل من شأنهم. التعليم هو من حق المواطنين. والتعليم الجيد يجب ان يكون جذابا للأطر الكفأة. الصلبة يتهافتون على ان يصبحو اطباء ياترى لماذا؟ ولماذا لا يلج الى مهنة التدريس الا من لم يجد احسن منها؟ لأنها اهملت وأهمل المعلم واصبح فقط مضرع نكث. وبعد ذلك تريدون تعليما جيدا لأبنائكم. ان اذلال المعلم والاستاذ يبدأعندما تحعله اسفل السلم الاجتماعي. اذ ذاك لا أحد يقبل على هاته المهنة إلا من لم يجد غيرها. اصلاح التعليم يبدأ من تحسين المكانة الاجتماعية للمعلم والاستاذ اذ ذاك سيتهافت خيرة شبابنا على هاته المهنة. اذ ذاك ستجد ابناءك يتعلمون احسن تعلم. ولكن هل هاذا ما يريده السيد الوزير؟؟؟
أجرة استاذ مبتدئ5000 درهم أقل من ممرض و وو;الأربعاء 25 أكتوبر 2023 - 20:45;66;"وهل كل الاساتذة يصحححون..هههه..فقط الذين يدرسون السادسة و التاسعة و الثانية باك.
وهل 5000 درهم كافية بالدارالبيضاء..الكراء وحده 3000 درهم..هههه
فلتعلموا ان الاستاذ ليست له اجرة مليون شهريا ..فقط 5000 درهم ..بعد 15 او 20 سنة تصبح مليون..حتى يتعذب وووو"
مغربي;الأربعاء 25 أكتوبر 2023 - 20:46;69;الوزارة تستهتر بالزمن المدرسي لأبنائنا…الأساتذة مرغمون ومكرهون على القيام بهذا الإضراب .. كيف يعقل ان يستفيد اغلب الموظفين في قطاعات من زيادة اجرية تتراوح بين 3000 و 4000 درهم والاستاذ 000 درهم …في نهاية المطاف المواطن البسيط هو المتضرر لأن المسؤولين يؤمنون التعليم الجيد لأبنائهم في الندارس الخاصة الفرنسية او الامريكية….لاحول ولا قوة الا بالله
النقابات افلست المقاولات ر ..;الأربعاء 25 أكتوبر 2023 - 20:54;-93;يجب منح الادارة العامة للمدارس والمعاهد والكليات والاكاديميات للخواص ومنحهم جميع صلاحيات مدراء العام في الشركات الخاصة وستتمكن الوزاءة من توفير الالاف من الوضاءف الادارية كما سيرتفع منسوب المردودية والانضباط والمسؤولية والسيطرة على الغيابات وووو الان لا حسيب ولارقيب والسيبة والتلاميد يضيعون في الوقت الدي المدرسون في ملاد امن با تقاعد مدى الحياة ويشتغلون على راحتهم في مهن اخرى
